news_source,is_title,text,topic,date,link,medium,labels
Sky News,0,Scientists at Oxford University have also said the existing #COVID19 vaccines may protect against the Brazilian variant.,corona,2021-03-18T10:55:20+0000,https://www.facebook.com/skynews/videos/452078026127613/,fb_post,0.2761507630348205
Sky News,0,Ian King writes,corona,2021-11-27T00:30:28+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-variant-why-fear-of-growth-setback-has-spooked-investors-12479351%3Fdcmp%3Dsnt-sf-twitter&h=AT30q-65w9ZHY-g0uWAtQX2CjeVrVX5W6z7qkp-zr9rfNWt-UeIud7v-ndaDp9jlXtOTbHhPvCDKcmftfeOHAGbdr4f0penerbMxwMAOtLDH7ieh_zRwGJHXvd04pz1oGBjnGgsqmMKGYXU58dJ3&s=1,fb_post,0.38238126039505
Sky News,0,"She came to prominence last year after playing a leading role in anti-racism protests, organising the Million People March in August.",crime,2021-05-25T11:16:00+0000,https://news.sky.com/story/sasha-johnson-shooting-of-black-equal-rights-activist-by-group-of-men-not-targeted-attack-police-say-12316468,article,0.43333333333333335
Daily Mail,0,"On the specific issue of UK lorry drivers being allowed back onto the continent, Brussels said that where a member state requires them to take a coronavirus test before being allowed in - something France is pushing for - the process 'should not lead to transport disruptions'.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0.435146152973175
BBC News,1,Andrew Lloyd Webber 'prepared to be arrested' over theatre reopening,crime,2021-06-09T08:56:02+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3glX3a5&h=AT22Mq7qBwnYcRG1bc1gNAPXceAvlRCgWCGuO6tcYtwtDyS8qAdbWfGFBGsPut2aPaMRoabQg37V4K39FNCTlXU9kfEAu4ltCC414ZOpKbqZjgz3LlqsxHbYUf74_RacsWibGeaEzU6wGjf4roI3&s=1,fb_post,0.4479759633541107
Daily Mail,0,"But they treated Petito as the primary aggressor in bodycam footage of the August 12 incident, after Laundrie was found with wounds on his face.",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0.2588464319705963
Daily Mail,0,New: Police may have violated protocol for not arresting Brian.,crime,2021-09-27T01:15:05+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10031047%2FUtah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html%3Fito%3Dsocial-facebook&h=AT21d0gXweznjlAJLj8zE3Z1UDGnvtS3s4gCpzfsVNPLxxmFi3rVp5kz_a_xW1t2xpxfuiHJYH79k_L3jZ-fMRYHNjDsanzRq-P4GQrZgUSogu8bzl31fppTQu8sfXTzE_7vpTWdcGCXe2qGFS_7&s=1,fb_post,0.7666666666666666
Sky News,0,"We have had calls from various activists and leaders within the community, worried about whether the next attack could be on them.""",crime,2021-05-25T11:16:00+0000,https://news.sky.com/story/sasha-johnson-shooting-of-black-equal-rights-activist-by-group-of-men-not-targeted-attack-police-say-12316468,article,0.6580461859703064
Sky News,0,"Since the system of managed hotel quarantine began in mid-February, more than 200,000 people have spent time in a quarantine hotel in England.",corona,2021-10-28T18:11:00+0000,https://news.sky.com/story/covid-19-all-countries-to-be-removed-from-governments-travel-red-list-12453412,article,0.1835882067680359
BBC News,0,Diepenau is about 10km (six miles) from the crime scene.,crime,2021-06-17T15:20:32+0000,https://www.bbc.com/news/world-europe-57510812,article,0.219019204378128
Metro,0,This is just absolutely heartbreaking.,crime,2021-12-01T14:30:01+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F12%2F01%2Fwoman-killed-herself-after-suspecting-her-boyfriend-was-cheating-15692162%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT3838QBUtdKHUJYMlJTW28QY7UbC1Q6ATI874QBrLcWkYk2OrTfbTayB0ka7iHIEbsbB_F1ylKdhp_06zB7LY-H8_KIRTNYpw7I721Sl4xHiZFk7i61vXpCuR8_thmoRw2Ie2fwcrauipiVVU-0&s=1,fb_post,0.942596197128296
BBC News,1,Why are UK Covid cases so high?,corona,2021-10-19T09:00:56+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3pk0nbZ&h=AT0bjSOVScirHr3CkW-J3nnKdvy11u5jhiLMyAILRrSTmOC6gdT0PpQqrNC35Ci3tAB_d-xznYsRZ0HNjdscrBavSmVG-w-mwlkBi78lYyEgU-_pBFOT5KtYzEb-jdtV0CH9GpRWIcRkPOKLhChX&s=1,fb_post,0.5749311447143555
Metro,0,All 11 of the areas with the lowest vaccine coverage are in the capital and border one another.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0.3037254810333252
Sky News,0,"Emirates Group, the company behind the Middle East's largest airline, has reported a $6bn (£4.3bn) loss - plunging into the red for the first time in more than 30 years as the coronavirus crisis devastated global travel",corona,2021-06-15T19:30:53+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-emirates-plunges-into-red-for-the-first-time-in-three-decades-with-16343bn-annual-loss-12333008&h=AT3bmIc-pFigaWUp7JaJYLOHhnWxaf0mu6vH9ixMKBddtf2E51qGlcs_PNli0ldfDebbsREBRlWCQTZImUZc9VwTYZZ9JHmistEPBySeDz8AK4JKw9POZVo6lqaMmqeuwlKpYy280ypEqliJ0NAE&s=1,fb_post,0.2300962507724762
Sky News,0,Chancellor Angela Merkel said restrictions previously due to end on 28 March will now remain in place until 18 April,corona,2021-03-23T13:30:50+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-germany-extends-lockdown-as-infection-rates-almost-double-in-three-weeks-12254127&h=AT3SNDNYG148VM3NXPo68wr3iEgu-FSmQndNMpup6KcZfcKbtJ9oqb02fYS-ow2IXMbIHKXRWKv9U04Anziq2bCp4nuwD8KV2OD7q9Zwsnj4FTLCgC_6W2Zw9HmAtFYlyzrqNUwMDWXC-pIQTi0v&s=1,fb_post,0.3424861431121826
Sky News,0,"Each country is assessed based on a range of factors, including what proportion of a population is vaccinated, rates of infection, emerging new variants, and access to reliable scientific data and genomic sequencing.",corona,2021-06-03T13:47:00+0000,https://news.sky.com/story/covid-19-holiday-hopes-and-fears-as-green-list-review-to-be-released-12323695,article,0.322171688079834
Metro,0,'I can’t help feeling resentful that I was meekly in quarantine when I discovered that our ex-Health Secretary Matt Hancock broke his own social-distancing rules',corona,2021-06-28T19:20:58+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F06%2F28%2Fdame-joan-collins-slams-matt-hancock-getting-to-grips-with-aide-14840597%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT1iBbZhbWmcfwdnXZ3KB-RC57nGYBfnttTL_2dtAzR9Bc2biuoR50hiGfakq4wqfJqt_n9B6QlSawWuqMexsu6TJemxrxs-AiEJ936lUg-ZqETli3MAboZKJOMb_yoEjtzCOEYfjfqCbm8DKrDz&s=1,fb_post,0.6864292025566101
BBC News,0,The UK's AstraZeneca vaccine is yet another type of vaccine where a version of a common cold virus from chimpanzees is modified to contain genetic material shared by the coronavirus.,corona,2021-05-07T19:46:06+0000,https://www.bbc.com/news/world-asia-china-56967973,article,0.1305039077997207
Metro,0,"‘I want to put those cameras there and advertise those cameras, so people know you’re being watched, behave yourself, it’s disgraceful behaviour.’",crime,2021-03-18T17:48:00+0000,https://metro.co.uk/2021/03/18/calls-for-cctv-in-all-london-bus-stops-after-sarah-everard-killing-14268093/?ito=facebook|social|metroukfacebook,article,0.712041974067688
Metro,0,"The 39-year-old’s disappearance in Trowbridge, Wiltshire, has been linked to Christopher Halliwell, 57, who is serving two life sentences for the murders of Sian O’Callaghan and Becky Godden Edwards.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,0.1312575936317443
BBC News,0,"Ministers in the UK say the powers will stay in place ""only as long as necessary"".",corona,2021-03-25T19:36:23+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F2QvzuT0&h=AT2wY7RVZtF0Ib4SunbRtOEYhfATjhhXbPZfg1qoT_PulvyiSd7CcXHJg3U66A6HOgbRE_c6Elq5SxiCM4-jJa9wlQf-vVaHq9d4wilyDfFQHdLzUlIro4g2pryOxe-E9TEyoiBKTtUuKKFJBg7m&s=1,fb_post,0.5359663367271423
Metro,0,"But Mr Bailey insists his scheme is something ‘we should have done ages ago’, as he again slammed Mayor Sadiq Khan’s handling of the vigil for Sarah, which was overshadowed by widespread outrage at the conduct of Metropolitan Police officers.",crime,2021-03-18T17:48:00+0000,https://metro.co.uk/2021/03/18/calls-for-cctv-in-all-london-bus-stops-after-sarah-everard-killing-14268093/?ito=facebook|social|metroukfacebook,article,0.6456827521324158
BBC News,0,"A cinema that defied orders to shut after not enforcing Covid pass rules may have to pay back some of the £53,000 it received in Covid grants.",corona,2021-12-03T19:58:12+0000,https://www.bbc.com/news/uk-wales-59527142,article,0.3529046177864074
BBC News,1,Iceland out of Eurovision live shows due to Covid,corona,2021-05-19T19:16:14+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3ylHdoj&h=AT3nwYUqKkdcEDvVJMEqKswt4pdaeYl57xbnHlqWL3a9-zAp92YUhrcssPlliQ8bqlH4p8FXd-mn59H8Yqk-fBO1aMcO4vZ6gYEPE9GIFfCRtrX9hm-XA528TmUdTbm-f4tn3-MS2hEpoVYGCYWl&s=1,fb_post,0.2167307436466217
Daily Mail,1,"Man, 38, is arrested on suspicion of murdering teacher Sabina Nessa",crime,2021-09-23T19:18:15+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10022515%2FMan-38-arrested-suspicion-murdering-Sabina-Nessa.html%3Fito%3Dsocial-facebook&h=AT3fbikIQxUYGveiaeKWEPv1OKEVFEMAGLTKZHwcyhozxtB-XsLh-ylMtdBhSLijvd5dDHqfY8WImLAGJ9P49M9OtjsALsfk0nl2R8rPlRBvqQ3ES3P5CP8j8YLJaG7djv4VewG1tKXDI_HhAnsB&s=1,fb_post,0.0680930465459823
BBC News,0,"England saw a rise in young adults taking up smoking during the first lockdown, which experts say may have been in response to stress.",corona,2021-08-25T07:32:49+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F2UIXDrK&h=AT2lkhswxQktY8Ngu1OOskY_91ae-eykOxe3KQ3-xfLsU2zQ0sJaExV9AefKjvvQMZWUrnTU2gaP-FR_DaLYSnWUCnevZ9kPuB3x_wsG63NGf0J-XBDCal4dlxWokFLAIVYq084seMS9Pme5xFv5&s=1,fb_post,0.4795434474945068
Daily Mail,0,'I know the truth and she knows the truth',crime,2021-11-29T10:00:09+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10252987%2FMan-jailed-murder-Meredith-Kercher-freed-prison-points-finger-Amanda-Knox.html%3Fito%3Dsocial-facebook&h=AT3FB9biFjZtK7wUVqR6-SCEgKL0FbqDmWXXU76r0DEmbtzDHr2FGZSne0THE4J77jteiF0lPwlsqWhtcJFlSsPzVFGTNutXj3CmHijXtg_FjyyKoG88j0zLss126t2gT5Rie1ipzO81YV342ODx&s=1,fb_post,0.7787135243415833
Sky News,1,"UK records another 3,398 COVID-19 cases",corona,2021-05-29T15:15:46+0000,https://www.facebook.com/skynews/videos/395388751831392/,fb_post,0.1347831338644027
BBC News,0,Conservatives and Trump campaigners had claimed last year that the US company had altered its voting machines to deny re-election to Donald Trump.,crime,2021-03-26T23:57:00+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3m1ISJR&h=AT0R61Yra_Wj-liiqQ50NBfp3ChRUVRYTlpepuujLRHX8IUdJqwrTYVIez_cl5lrpEHjFq2EvRj9Fq8bADnK1ysBFc0ZyFQasvd5PPW4cx3ZiYDcmr2QOYLiyaLmpHhjVaAZw7KuZFCfRPeITDqT&s=1,fb_post,0.2431332170963287
Sky News,0,"""This will be slow and painstaking work but we have the best people on it and I can reassure our communities that all involved, from my team of investigators, our scenes of crime officers, search officers and family liaison officers to the forensic archaeologists who will continue their work are absolutely committed to the job ahead.""",crime,2021-05-18T11:04:00+0000,https://news.sky.com/story/fred-west-structural-anomalies-found-in-cafe-linked-to-fred-west-and-missing-girl-12309573,article,0.5440788865089417
Metro,1,"Woman helps feed 160,000 people during the pandemic with epic batch cooking",corona,2021-11-25T19:45:00+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F11%2F25%2Fwoman-feeds-160000-people-during-the-pandemic-with-epic-batch-cooking-15662215%2F%3Fito%3DMandy&h=AT0bGLkq0QiC-AOttz0jr2uw1s3oY4SFPtQXo5NOqZ3mmTm69RztyMFDekK4HnB1MT-kVJI9m0ZbQi9qVLtGiEtiNPKnn0YYeomPTvke3rFsXwWipCv5WHairE_xb2GSOziAlOTwahgKYQlpfNdg&s=1,fb_post,0.2348002344369888
Sky News,1,COVID-19: Emirates plunges into red for the first time in three decades with £4.3bn annual loss,corona,2021-06-15T19:30:53+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-emirates-plunges-into-red-for-the-first-time-in-three-decades-with-16343bn-annual-loss-12333008&h=AT3bmIc-pFigaWUp7JaJYLOHhnWxaf0mu6vH9ixMKBddtf2E51qGlcs_PNli0ldfDebbsREBRlWCQTZImUZc9VwTYZZ9JHmistEPBySeDz8AK4JKw9POZVo6lqaMmqeuwlKpYy280ypEqliJ0NAE&s=1,fb_post,0.2252451777458191
Daily Mail,0,"The man also mentions the incident had happened 'by Moonflower' - likely referring to the Moonflower Community Cooperative in Moab, where Laundrie and Petito stayed the night of August 11 and where they reportedly were seen having an explosive fight.",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0.2756221890449524
Daily Mail,0,"'I didn't think it was him,' said Moniz's brother, Paul Cunha.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0.7758966088294983
Daily Mail,0,"'Therefore, you can try to keep the virus spread down with measures that are sustainable, and with proper use of the health pass.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0.4588386416435241
Sky News,0,"Health Secretary Sajid Javid says people should ""follow the guidelines"" to tackle #COVID19, but also ""enjoy yourselves"" over the Christmas period.",corona,2021-12-04T18:32:00+0000,https://www.facebook.com/skynews/videos/878115296237512/,fb_post,0.4860385656356811
BBC News,1,Burka-wearing raiders jailed for armed robbery at jewellers,crime,2021-11-30T15:46:03+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F31fArET&h=AT143GLAP-vo1TRCklH5mfB-d4QVkh7GCViegSkhi40AmU48wlM1JPCNm-zHwsA5MFs7tcTT2r3roP_QlOjBlnuUzLWs8A6XMMwfncCZqJ8haUmkIR1nqLhN7VNyijBUWznRR3skaVnh3abVWII-&s=1,fb_post,0.1411612629890442
BBC News,0,David Chambers tricked his elderly victim into paying £140 for a fake coronavirus vaccine and was caught after CCTV was released.,corona,2021-08-13T15:39:21+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3lWJvq9&h=AT0-ghtrNh42LuPKgNlfJ_u9voGQP-PQKp_hOzA0FjclUMHj6GuMp_BZiNMfrmuNVltOE3lsXUosztBBL5bF0MqCoYYGuezqL_l9rvqXVyJETD-qSrK1yCoKcOkrbEeSCvp9pocrEHsl5j2Ff4pa&s=1,fb_post,0.1809550821781158
Sky News,0,Dignity has also been forced to respond to the outcome of a competition authority review into the sector and is making cost-saving changes after throwing out a £50m transformation plan instituted under previous management in 2018.,corona,2021-03-17T17:22:00+0000,https://news.sky.com/story/covid-19-pandemic-strain-pushes-dignity-into-the-red-despite-record-year-for-funerals-12248466,article,0.3265937566757202
Sky News,0,"On Wednesday, Boris Johnson warned the government will have ""no hesitation"" in moving countries off the green list if necessary.",corona,2021-06-03T13:47:00+0000,https://news.sky.com/story/covid-19-holiday-hopes-and-fears-as-green-list-review-to-be-released-12323695,article,0.5451939105987549
Daily Mail,0,'We shouldn't be seeing these kinds of numbers this early',corona,2021-12-05T12:15:06+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10276793%2FHospitalisations-Omicron-hit-South-African-province-RISING-faster-previous-wave.html%3Fito%3Dsocial-facebook&h=AT1H-DertZEHd_rMXsybg_t1s__PezBfH7Lj0QrsFcerEE9esBIHk9LSlUOMA0StUf5YKb6yqYNu6VvoadWm7IcfDkg76p-z_mUmHMyzW3I7zCXuqXJb_gM97KuIp3hYI0WWrHhFYfOuzXmbHBiA&s=1,fb_post,0.7692685723304749
Metro,0,All eleven of the English areas with low vaccine uptake are clustered together in the capital.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0.2602659463882446
Daily Mail,0,She added in a separate tweet: '3 sisters down to 2.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0.4260368049144745
Sky News,0,"He tells Sky News what it’s like to be performing again after lockdown, and about his long-lasting love affair with the UK, which began when The Jacksons tour kicked off in the 70’s.",corona,2021-08-28T09:30:00+0000,https://www.facebook.com/skynews/videos/916222855645262/,fb_post,0.5694423913955688
BBC News,1,Italy tightens restrictions for unvaccinated,corona,2021-12-06T13:31:24+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fbbc.in%2F3pq0Vvo&h=AT1x-2Ys_HEssKmwhTYhuTivvFVS-kHEagI1qanMa_AWjJTt0ENF3sbnr94tVMmCbftrEwjmukF9dlzMHxKanF_d-q2pccaDfxntkG_WlxQRIYqpKAwgTG-QofpBCv1qp1CtBPj3vpYBmTt1Nrif&s=1,fb_post,0.2870185971260071
Daily Mail,0,A No Sail Order was issued for ships in March 2020 due to the fears of spreading COVID-19.,corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0.2903811633586883
Sky News,0,"Officers are expected to be at the cafe for several weeks, the force said.",crime,2021-05-18T11:04:00+0000,https://news.sky.com/story/fred-west-structural-anomalies-found-in-cafe-linked-to-fred-west-and-missing-girl-12309573,article,0.3004405498504638
Sky News,1,COVID-19: Rain showers dampen high street spirits as indoor hospitality reopens,corona,2021-05-17T22:30:56+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fcovid-19-showers-dampen-high-street-spirits-as-indoor-hospitality-reopens-12309443&h=AT1kTm6p0HDJ2OXqr1Hol3PpUv2VZPgcXRltMgZ4-xVnyDfsWgskrcScZSEGtJXf-rqdiAh1947oBjhuk02mLisfH3zHwt1U8yXGcIP4rRk1Rjw_-jzLB2TjaXsBwTkPhl2dSGKRfoqs-FugWfW2&s=1,fb_post,0.4056864976882934
Sky News,0,"In a two-hour question and answer session with paid subscribers to his Substack newsletter, Boris Johnson's former senior aide also described the PM as ""a pundit who stumbled into politics and acts like that 99% of the time""",crime,2021-06-21T21:01:43+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fdominic-cummings-continues-attack-on-government-and-calls-on-keir-starmer-to-press-tories-on-violent-crime-12338041&h=AT32dD815lqktYQIKXfpX65Tw46Vb1mxLF9a3jckjMWWVQApcFPljMq6azb2RXCA7ZOMvtSap1_C7IQvuYtqySEG59JQaWpN_0DHv88j2_6gKr5sAv_xAgJV4N7dF2rB63m2dHw7WZGO4iUpElc_&s=1,fb_post,0.4515540897846222
BBC News,0,"When the main cable holding the car snapped, there was nothing to stop it reversing at over 100km/h (62mph) on a support cable, passing a support pylon and then plummeting to the ground and rolling down the mountain.",crime,2021-09-13T15:56:51+0000,https://www.bbc.com/news/world-europe-58541644,article,0.3780283331871032
Daily Mail,0,A new mutant strain of the virus that is 70 percent more infectious is spreading in Britain,corona,2020-12-25T14:30:14+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2FyOuIa9C&h=AT1ec4H87g4GxT3BQGR1aNd6C9cd2lOdKypzG5WxVl3ybNDDbr_FgiFXDhzJOiUp7lZIRfR2KVeqgf_ACkluBajOYJyiZ-yiHH3SvtdzbtqbokpK83GbTmKjmBicX99WjpKR33Stu8TfAfr5tJoJ&s=1,fb_post,0.2136740088462829
Daily Mail,1,Three people in Hawaii catch coronavirus AFTER being fully vaccinated,corona,2021-03-23T10:45:14+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2FqN0gSDU&h=AT0C89_zi3V0BH89FktemzbX0sFsUSIS6ZT4Du29OYXes-j163GAozW8zrOSodZBJDmMj7iqJHINDx23b2Xcox1BHWPr76j7TvK5491N5tKJgWyAOd77N_8P2LTdlcOQ6aPUjkAhjcCj3rW7UwVu&s=1,fb_post,0.1791025549173355
Metro,0,"Ricardo wrote the book in just a few days, hired an illustrator, and three months later it was ready to go.",corona,2021-03-11T14:31:00+0000,https://metro.co.uk/2021/03/11/man-writes-kids-book-about-lockdown-in-fathers-memory-to-aid-nhs-14214957/?ito=facebook|social|metroukfacebook,article,0.4031613767147064
Metro,1,New photos show murdered Arthur Labinjo-Hughes smiling and laughing with his mum,crime,2021-12-04T17:01:05+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F12%2F04%2Fnew-photos-show-murdered-arthur-labinjo-hughes-smiling-with-his-mum-15715352%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT2YskcXW7edfdFJRtLdinKW0ZzWsiwKnvRBwMJ41cjgs3jZz6dCY4O7jFS0QrV3qJgTrGDNG8WPbuHTGRfZ9I3AHcxuNdN2C3ZPXIjVLGqsEocrxwr6wpUNuWiLP3YzGM2TytaZbu9iF5ciFOIu&s=1,fb_post,0.3857408165931701
Daily Mail,1,Greece makes Covid vaccines manadatory all over-60s,corona,2021-11-30T14:20:04+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-10258127%2FUnjabbed-60s-FINED-85-month-Greece.html%3Fito%3Dsocial-facebook&h=AT0d5-DvWvvZemTrU_Cz25cqw4PmF8XZa04sxKOo-8XRC3c-Wt4dvGt5aaBlXzfijLyYpr-r5K-Hk4AuSPB0ejEQkSvBGaoMHCL5AUKhcdS7-aJLUrFGmA6uVDERQ99sin_Y3JPncL8IeSrksK45&s=1,fb_post,0.2405355721712112
Daily Mail,1,Ally of Navalny CHARGED after knocking on the door of agent,crime,2020-12-28T09:45:07+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Ftrib.al%2FhqKx44s&h=AT2V3CAVstUF5QLZnk1ifEI6mpGbq8rMDHggM2sXAlHJBnoNdtzfYihukp_p7dW4dZaXWGaUcjVCxri30ysl4fJZfn9E3VCGszAlunITYQq1WfFkEWox1dNWSNsKgRhh9L2xuxlp4XNOSNSiRmOb&s=1,fb_post,0.2334940284490585
Sky News,1,BREAKING: Omicron variant 'spreads very rapidly' - PM,corona,2021-11-27T17:09:03+0000,https://www.facebook.com/skynews/videos/2341446692658410/,fb_post,0.4950920939445495
Sky News,0,"When Monica Korpal's husband was diagnosed with cancer, she quit her job as a bank manager and became a nurse.",corona,2021-03-04T13:15:01+0000,https://www.facebook.com/skynews/videos/708319773178072/,fb_post,0.2238286733627319
Daily Mail,0,"'This was totally unexpected and we’ve never had to ask for help before, but we need it now more than ever,' Carr wrote in the fundraiser's description.",corona,2021-09-23T19:27:23+0100,https://www.dailymail.co.uk/news/article-10022063/Woman-20-dies-COVID-Idaho-hospital.html?ito=social-facebook,article,0.7624137997627258
BBC News,1,San Diego zoo apes given experimental Covid vaccine,corona,2021-03-05T04:45:00+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.bbc.co.uk%2Fnews%2Fworld-us-canada-56288542&h=AT2fBOv2Urjf9EU7YLKrP6B9J3fu2YO_4dUg54AZF-JEdWvTVNpDmg-EoDbrtWg6q-qU2HP1omW_e1YQFICCSnMwFmdaTiJr5-Z3nYM4X-QNYxb8JX_8qdvqvs8YSjUEU6noZlb5raWA4F4oJt2b&s=1,fb_post,0.1994251012802124
Daily Mail,0,It's restricting our right to be free and equal citizens.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0.6577374935150146
Sky News,0,"A rapid descent made by a Tui passenger plane may be linked to pilots being grounded during the pandemic, investigators have said",corona,2021-12-02T20:00:05+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Fplane-made-rapid-descent-because-pilots-grounded-during-pandemic-investigators-say-12484525&h=AT32kI4VTwiE56uydVbHrbvkagnsWkOn2bzsChjyQu3LTb5BAKc5_nF_0GAID7B5RVgQ91aHxcGiERFGW_Q9D5Y77yLx-mbqh7CJQXL2B_RRKjGnVl8mTBpOtXL8LVJO380xS21YhzHG4GalyJWq&s=1,fb_post,0.4291514158248901
Sky News,0,A father has been found guilty of the manslaughter of his six-year-old son Arthur Labinjo-Hughes and his partner guilty of murder after they subjected the boy to months of physical and psychological abuse,crime,2021-12-02T16:15:43+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fnews.sky.com%2Fstory%2Farthur-labinjo-hughes-father-and-girlfriend-found-guilty-over-death-of-six-year-old-boy-12483772&h=AT3Cn2t-KcbePRPbaB_b7aWPBpP6rvWYFUV835ySsEER9paxwfJqt7p17s9C7YrDueuIAMflnbkb0sJrFiVdD3TK1dPEIrN2jv0FXi08YOAuqtyFoI8olhdGMoJI1k4yDsGvPAF-kcSdWYrjXM0U&s=1,fb_post,0.1185799688100814
Daily Mail,0,Downing Street said the Prime Minister's thoughts were with the family and friends of Ms Nessa.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0.4561130404472351
Metro,0,Flights from red-list countries will now be handled at Terminal 4 at Heathrow Airport,corona,2021-12-02T07:40:00+0000,https://l.facebook.com/l.php?u=https%3A%2F%2Fmetro.co.uk%2F2021%2F12%2F01%2Fheathrow-reopens-separate-terminal-for-red-list-arrivals-over-omicron-15698108%2F%3Fito%3Dfacebook%7Csocial%7Cmetroukfacebook&h=AT2V9dDZaaCZCOqtLIK__4iHcDN5Lln9-_gybifNpS2ZDJ-1CP2lhYcj_KGWIkSCgRv0gjbTVudpv4N7G--pKXPDBSqeOEpprrRM6puusNVqnsrLAtdSQTilEihruux_2YZr68S4qbEEcBQdAvQO&s=1,fb_post,0.2898223400115967
