,news_source,is_title,text,topic,date,link,medium,labels
4339,BBC News,0,If you have a story suggestion email eastofenglandnews@bbc.co.uk,crime,2021-06-10T21:24:48+0000,https://www.bbc.com/news/uk-england-northamptonshire-57436665,article,0
775,Metro,0,"On Sunday, a two-year-old boy was found unresponsive at Swanwick Lake in Hampshire.",crime,2021-06-04T24:26:00+0000,https://metro.co.uk/2021/06/04/somercotes-toddler-dies-after-being-found-unresponsive-in-paddling-pool-14716019/?ito=facebook|social|metroukfacebook,article,0
6890,Daily Mail,0,"'I think the fact that they had another eyewitness that is not involved in it, and is objective, and said ""he hit her"" … you're going to have a majority of officers take him into custody.'",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,1
4998,BBC News,0,"""We are so incredibly sorry.",crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,1
3017,BBC News,0,"It said ""the law of the jungle as applied by irate villagers prevailed"".",crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,1
3751,Daily Mail,0,"It is not clear, however, if the Omicron variant is more transmissible than other forms of the virus or can be protected by current vaccines.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,1
3914,Daily Mail,0,"'I am deeply distressed by this awful case and the senseless pain inflicted on this poor boy, who has been robbed of the chance to live his life.",crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,1
848,Daily Mail,0,"On December 27, the region will revert to existing restrictions.",corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,0
7670,BBC News,0,"But above all, they talk of an MP always willing to listen to them, to help them and to be part of their community.",crime,2021-10-15T19:08:06+0000,https://www.bbc.com/news/uk-england-essex-58928927,article,1
6698,BBC News,0,"But a curfew in place since January will start an hour later, at 22:00, from Wednesday 31 March.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
6953,Sky News,0,"Pitchfork, now in his early 60s, became the first man convicted of murder on the basis of DNA evidence.",crime,2021-06-25T18:43:00+0000,https://news.sky.com/story/colin-pitchfork-ministry-of-justice-to-challenge-parole-board-decision-allowing-release-of-child-killer-12341874,article,0
2274,Daily Mail,0,She said the fact that other states shut their borders so fast suggests they don't have confidence in their testing and tracing systems.,corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,1
5825,Metro,0,"One woman, aged 29, was taken to hospital with gunshot wounds that are not life-changing, while the other, aged 26, took herself to A&E with superficial injuries.",crime,2021-09-14T19:15:00+0000,https://metro.co.uk/2021/09/14/chino-johnson-man-killed-in-drive-by-shooting-in-brixton-is-named-15259130/?ito=facebook|social|metroukfacebook,article,0
6733,Daily Mail,0,"The Omicron variant was first detected in South Africa and has now spread to different countries, including 16 states in the US.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
337,Metro,0,"Israel, which led the way on Covid passports by issuing ‘green passes’ to vaccinated adults, got rid of the system this week because policymakers deemed them redundant when rates of inoculation were so high.",corona,2021-06-06T12:01:00+0000,https://metro.co.uk/2021/06/06/tony-blair-calls-for-vaccine-passports-ahead-of-june-21-reopening-14723316/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
3393,Daily Mail,0,'My view is very simple on this.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,1
3886,Metro,0,The prosecution was given the final word because it carries the burden of proving its case beyond a reasonable doubt.,crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,0
1014,BBC News,0,"In his eyes was fear, they would say, and it soon became apparent why.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
1848,Sky News,0,"Professor Andrew Pollard, director of the Oxford vaccine group which developed the jab, has said there is ""very reassuring evidence there is no increase in a blood clot phenomenon here in the UK, where most of the doses in Europe have been given so far"".",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
5772,Sky News,0,"Sasha Johnson, 27, remains in critical condition in hospital after she was shot in the head, but police believe that she was not the intended target of the shooting.",crime,2021-05-25T11:16:00+0000,https://news.sky.com/story/sasha-johnson-shooting-of-black-equal-rights-activist-by-group-of-men-not-targeted-attack-police-say-12316468,article,0
5038,BBC News,0,"""He was a remarkable MP because he was a remarkable man - kind, compassionate and caring.""",crime,2021-10-15T19:08:06+0000,https://www.bbc.com/news/uk-england-essex-58928927,article,1
7573,Daily Mail,0,There are fears that European scare stories may dissuade people in Britain from getting vaccinated.,corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,1
735,Daily Mail,0,Thank you for teaching us all to laugh a little more.,corona,2021-12-03T18:55:47+0000,https://www.dailymail.co.uk/tvshowbiz/article-10272679/Americas-Got-Talent-musician-Jay-Jay-Phillips-dead-30-COVID-19.html?ito=social-facebook,article,1
1096,Sky News,0,"Irish authorities received some reports of clotting similar to those seen in mainland Europe last week but nothing as serious as the Norwegian cases, according to Deputy Chief Medical Officer Ronan Glynn.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
7682,BBC News,0,"The EU regulator, the European Medicines Agency (EMA), has so far approved four vaccines - from Pfizer-BioNTech, Moderna, Johnson & Johnson and Oxford-AstraZeneca.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
3828,Daily Mail,0,The move has been met with criticism from some health officials.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,1
1068,Daily Mail,0,"'Everyone needs to be more like Olivia,' Collierville Vice Mayor Maureen Fraser, who had been friends with her since they both moved into the town in the mid-1990s, told the New York Times.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
4568,Daily Mail,0,So what are the scientists doing now?,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,1
152,Metro,0,"To try to find a way to help, he brainstormed with his eight-year-old twins, Rafael and Isabella, who suggested things like selling their mum’s cupcakes and donating from their own piggy bank.",corona,2021-03-11T14:31:00+0000,https://metro.co.uk/2021/03/11/man-writes-kids-book-about-lockdown-in-fathers-memory-to-aid-nhs-14214957/?ito=facebook|social|metroukfacebook,article,0
524,BBC News,0,What is the Covax scheme?,corona,2021-09-23T16:58:15+0000,https://www.bbc.com/news/world-55795297,article,1
6840,Daily Mail,0,He said: 'This cruel and inhuman treatment of Arthur was a deliberate decision by you to brush off his cries for help as naughtiness.',crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,1
3606,BBC News,0,"When the main cable holding the car snapped, there was nothing to stop it reversing at over 100km/h (62mph) on a support cable, passing a support pylon and then plummeting to the ground and rolling down the mountain.",crime,2021-09-13T15:56:51+0000,https://www.bbc.com/news/world-europe-58541644,article,0
6166,Daily Mail,1,"Ten Norwegian Cruise ship passengers are diagnosed with COVID-19 as they return to New Orleans after week-long to Central America: 3,200 fellow guests to be tested before de-boarding",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
1369,Daily Mail,0,"Today, in poignant scenes set to be replicated at football grounds across the country, thousands of supporters marked Arthur's short life with a rousing minute of applause at one top-flight match.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3591,Daily Mail,0,"'Therefore, you can try to keep the virus spread down with measures that are sustainable, and with proper use of the health pass.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
6745,Daily Mail,0,"There had been hope that a roadmap for holidays, due to be released on April 12, would allow trips from May 17, but sources said Ministers were 'increasingly sceptical' about restrictions ending that month, with even early summer looking unlikely.",corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,1
3869,BBC News,0,"The aim of the passport, which will be available on mobile phones as well as on paper, will be to enable people who fulfil the requirements to go to the hairdresser, a restaurant or eventually a cinema.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
4494,Metro,0,Marc told CNN that ‘it’s been really wonderful to hear from friends and strangers regarding the obituary’.,corona,2021-09-16T23:30:00+0000,https://metro.co.uk/2021/09/16/fully-vaccinated-womans-obituary-blames-unvaccinated-people-for-death-15272095/?ito=facebook|social|metroukfacebook,article,1
6884,Metro,0,"‘If you feel like you need to make a comment regarding the verdict, I ask that you step outside the courtroom now.’",crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,1
4070,BBC News,0,"village official Galina Bordadymova laughed, fur-coated but gloveless in the bitterly cold street.",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,1
5138,Metro,1,‘Cat killer who stabbed 16 pets finally caught when victim’s owner set up CCTV’,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
565,Daily Mail,0,He then turned toward his 9-year-old disabled daughter who had cerebral palsy and could not talk and allegedly killed her.,crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,0
699,Daily Mail,0,"She said one Christmas, Olivia gave her family an enveloe filled with money, knowing her husband was out of a job.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
1599,Daily Mail,0,"Israel has the most open attitude to homosexuality in the Middle East, with a large and influential gay community, particularly in Tel Aviv.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,1
54,Daily Mail,0,"Olivia King was killed when the gunman, whose name has not been released, opened fire in the supermarket in Collierville, Tennessee.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
1752,Metro,0,‘Enquiries to locate Alexandra’s body remain ongoing with searches continuing in several locations.’,crime,2021-11-29T10:20:00+0000,https://metro.co.uk/2021/11/29/alexandra-morgan-man-40-charged-with-murder-of-missing-mum-of-two-15680871/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
3578,Metro,0,"But Mr Bailey insists his scheme is something ‘we should have done ages ago’, as he again slammed Mayor Sadiq Khan’s handling of the vigil for Sarah, which was overshadowed by widespread outrage at the conduct of Metropolitan Police officers.",crime,2021-03-18T17:48:00+0000,https://metro.co.uk/2021/03/18/calls-for-cctv-in-all-london-bus-stops-after-sarah-everard-killing-14268093/?ito=facebook|social|metroukfacebook,article,1
3283,Daily Mail,0,"Sarah McDowell, 26, said her mother works in the store's meat department.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
382,Daily Mail,0,"'It's good to see you, man,' he told his son.",crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,1
7018,Daily Mail,0,Dickerson also said she saw a male colleague get shot in the head.,crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
929,Metro,0,Boris Johnson may not make an official decision until the last minute however – perhaps as late as December 18.,corona,2021-12-06T06:46:00+0000,https://metro.co.uk/2021/12/06/covid-mask-wearing-and-other-new-rules-to-be-extended-into-the-new-year-15721377/?ito=facebook|social|metroukfacebook,article,0
4127,Daily Mail,0,A Government source said No 10 was willing to sacrifice holidays abroad to protect domestic reopening.,corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0
774,Sky News,0,"""And under conditions where it is mutating - particularly in people who might be partially immunosuppressed, in other words where they're not getting rid of the virus - that remnant virus which remains will be selectively enriched to escape immunity and to become more transmissible.",corona,2021-11-29T09:04:00+0000,https://news.sky.com/story/covid-19-emergence-of-omicron-variant-could-be-down-to-reservoirs-of-virus-in-the-unvaccinated-and-immunosuppressed-12481188,article,0
4348,Metro,0,"While Mr Williams-Thomas’s research also includes female victims of domestic abuse, Sutcliffe alone has been said to have murdered up to 30 more people, predominantly women.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,0
4007,Metro,0,"All in all, an analysis of 14,000 people who caught the highly-infectious strain found 166 ended up in hospital.",corona,2021-06-18T08:50:00+0000,https://metro.co.uk/2021/06/18/restrictions-could-end-on-july-5-if-covid-vaccine-success-continues-14792359/?ito=facebook|social|metroukfacebook,article,0
4962,Metro,0,"Please, make that call.’",crime,2021-09-14T19:15:00+0000,https://metro.co.uk/2021/09/14/chino-johnson-man-killed-in-drive-by-shooting-in-brixton-is-named-15259130/?ito=facebook|social|metroukfacebook,article,1
5048,BBC News,0,"The rollout of vaccinations across the EU is far behind the scale of vaccinations achieved by Israel, the UK and US.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
1216,Sky News,0,"AstraZeneca has said there is no cause for concern, and Boris Johnson also insisted the jab was safe.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,1
6346,BBC News,0,We're not the police.,corona,2021-03-24T07:09:26+0000,https://www.bbc.com/news/uk-england-london-56428471,article,1
5480,BBC News,0,"As he died, she did nothing save take a photo and send it to Hughes.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
1645,Daily Mail,0,"Elsewhere, was reported that the Prime Minister has ordered an investigation into Arthur's death that will involve social services, police, schools and probation watchdogs.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
4822,Metro,0,‘We also need to educate boys and young men about having respect for women.’,crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,1
648,Daily Mail,0,"Meanwhile, investigators told the Evening Standard that 'a number of crime scenes are in place' and a massive forensic inquiry is underway as they continue to investigate the alleged murder.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
1491,BBC News,0,Send your story ideas to: newsonline.westmidlands@bbc.co.uk,crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
2033,Metro,0,It’s unclear how many foreign workers left the country post-Brexit and how many people who used to work in London offices and businesses are living elsewhere.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
6011,BBC News,0,"Mrs Sacoolas and her husband Jonathan have been told they will be ""deposed"", meaning they will give their account of events under oath in front of Harry's parents.",crime,2021-06-10T21:24:48+0000,https://www.bbc.com/news/uk-england-northamptonshire-57436665,article,0
1602,Daily Mail,0,The active ingredient in the vaccine is made in Belgium and the Netherlands and placed into vials in Italy.,corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0
3057,Daily Mail,0,'This is an epidemic of violence against women.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
6899,BBC News,0,"More than six million people have signed a Justice for Julius petition which states he was put on death row because of ""fundamental breakdowns in the system tasked with deciding"".",crime,2021-11-18T19:01:39+0000,https://www.bbc.com/news/world-us-canada-59331978,article,0
6905,Sky News,0,"In last year's census, 64 bears were counted across the Pyrenees.",crime,2021-11-21T14:22:00+0000,https://news.sky.com/story/france-pensioner-kills-bear-with-rifle-after-part-of-his-leg-torn-off-in-attack-12474409?dcmp=snt-sf-twitter,article,0
7677,Metro,0,Attorneys for the other two defendants blamed Ahmaud for his own death as well.,crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,0
7216,Daily Mail,0,"'I know at one point I did see them basically, like four people go over to that person and pick that person up and carry them away from that area.'",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
3505,Metro,0,"Mark Brown, 40, of St-Leonards-on-Sea in East Sussex, was arrested in connection with Ms Morgan’s disappearance last Thursday, November 25.",crime,2021-11-29T10:20:00+0000,https://metro.co.uk/2021/11/29/alexandra-morgan-man-40-charged-with-murder-of-missing-mum-of-two-15680871/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
4277,Daily Mail,0,"Phillips, who is most recognizable by his wild rock star hair, first gained fame performing on his electric keyboard in season four of America's Got Talent, his first of two stints on the show.",corona,2021-12-03T18:55:47+0000,https://www.dailymail.co.uk/tvshowbiz/article-10272679/Americas-Got-Talent-musician-Jay-Jay-Phillips-dead-30-COVID-19.html?ito=social-facebook,article,0
5645,BBC News,0,"He added: ""The jury has today concluded that Jack and Saskia were unlawfully killed.",crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,0
2738,Daily Mail,0,"The country reported 43 coronavirus-related deaths on Sunday compared to 75 the day before, the health ministry said, while the daily tally of new reported infections fell to 15,021 from 16,632.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
5328,Sky News,0,"""We would urge you to stop and speak to an officer if you wish to raise any concerns.""",crime,2021-06-19T23:13:00+0000,https://news.sky.com/story/bodies-of-man-and-woman-found-in-fields-near-derbyshire-village-12336545,article,1
4735,Daily Mail,0,England was last night put on notice for a New Year lockdown after the Government's chief scientific adviser Sir Patrick Vallance warned it was likely whack-a-mole measures would 'need to be increased' outside of London and the South East because the mutated variant of Covid was already 'everywhere'.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
1237,BBC News,0,"If everything goes ok, then I think more people will get vaccinated.""",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,1
4020,Daily Mail,0,"He said: 'The streets are safe for women, I'd like to reassure the public around that, I'd like to make sure that people are free to walk around free from fear and my officers will make sure that that can take place.'",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
784,BBC News,0,"The Atlanta Journal-Constitution cites a black woman on the jury pool as having said: ""They hunted him down and killed him like an animal.",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
6956,Daily Mail,0,"Germany has announced it will lock down its unvaccinated citizens and ban them from most public spaces in the run-up to Christmas, while those in France will have to show proof of vaccination to maintain a valid Covid pass which allows them into public venues.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
7692,Daily Mail,0,The crash occurred just before 9am on Monday under an overpass that runs underneath the San Diego City College campus that is filled with homeless tents.,crime,2021-03-15T17:21:14+0000,https://www.dailymail.co.uk/news/article-9364619/Multiple-people-injured-car-drove-group-pedestrians-San-Diego.html?ito=social-facebook,article,0
6938,Sky News,0,"Currently, Portugal and Iceland are the only viable tourist destinations on the green list, meaning people returning to the UK from those places only need to take one post-arrival COVID test and do not need to self-isolate.",corona,2021-06-03T13:47:00+0000,https://news.sky.com/story/covid-19-holiday-hopes-and-fears-as-green-list-review-to-be-released-12323695,article,0
637,Metro,0,‘We need to remember the women and their lives and reflect on the lives of the women who all did different jobs and were all innocent victims and all were respectable.,crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,1
1088,Metro,0,Public Health England data shows Newham in East London is the local authority with the lowest proportion of double-jabbed people (49.5%).,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
597,Daily Mail,0,"Department of Health data shows daily Covid infections have doubled week-on-week because of rapidly growing clusters across London, the South East and East.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
5415,BBC News,0,"Judge Timothy Walmsley said: ""There appears to be potential intentional discrimination in the panel.""",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,1
6164,Metro,0,"A team led by Michael Gove has been examining if the passes could work but is set to recommend the idea is scrapped altogether, according to The Telegraph.",corona,2021-06-06T12:01:00+0000,https://metro.co.uk/2021/06/06/tony-blair-calls-for-vaccine-passports-ahead-of-june-21-reopening-14723316/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
110,BBC News,0,But the intelligence was never shared with Khan's probation officer nor the Multi Agency Public Protection Arrangements (MAPPA) panel that managed him in the community.,crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,0
1500,Daily Mail,0,There's always people coming and going.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
7710,Daily Mail,0,Because the potentially greater transmissibility was only discovered late last week by academics.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
2146,BBC News,0,"A police cordon surrounds the church, police cars line the road.",crime,2021-10-15T19:08:06+0000,https://www.bbc.com/news/uk-england-essex-58928927,article,0
1935,Daily Mail,1,Merkel and Macron are set to back illegal EU plan to block exports of AstraZeneca vaccine to Britain that could hit 20% of supply - as London officials warn UK must get the doses it 'developed and paid for',corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0
3010,Daily Mail,0,"Meanwhile, the UK delivered 711,156 jabs in 24 hours – a new record that means more than half of all adults have had at least one vaccine dose.",corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0
3336,Daily Mail,0,A spokesperson for the AGO said: 'The Attorney General's thoughts are with those who loved Arthur.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,1
7300,BBC News,0,"When the UK went into lockdown in March 2020, the new couple made the decision to merge their families at Tustin's home on Cranmore Road in Solihull, where she lived with her own children, aged four and five.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
4009,Daily Mail,0,Both of Moniz's parents died without knowing who had killed their daughter.,crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0
7031,Sky News,0,"More than 11 million doses of the AZ vaccine have now been administered across the UK, and the number of blood clots reported after having the vaccine is not greater than the number that would have occurred naturally in the vaccinated population.""",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
5727,Daily Mail,0,the officer is heard telling Petito.,crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0
6478,Metro,0,"Sadler denied murder, claiming Lilly had fallen asleep on the sofa after watching TV and he called 999 when he was unable to wake her up.",crime,2021-03-26T14:00:00+0000,https://metro.co.uk/2021/03/26/babysitter-who-murdered-toddler-by-beating-and-shaking-her-is-jailed-14310109/?ito=facebook|social|metroukfacebook,article,0
360,Daily Mail,0,"'It is quite different from China,' Lin said, as a carnival float drove slowly through the packed crowds, with dancers waving pink flags along to thumping trance music.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,1
5251,BBC News,0,"That community has been left stunned by the events of the past few hours and people have come forward to pay tribute to his work as a local MP, at pains to emphasise that he was a kind man.",crime,2021-10-15T19:08:06+0000,https://www.bbc.com/news/uk-england-essex-58928927,article,1
448,Metro,0,A man who was gunned down in a drive-by shooting that also left two women injured has been named as 27-year-old Chino Johnson.,crime,2021-09-14T19:15:00+0000,https://metro.co.uk/2021/09/14/chino-johnson-man-killed-in-drive-by-shooting-in-brixton-is-named-15259130/?ito=facebook|social|metroukfacebook,article,0
1640,Daily Mail,0,"He then carries her over his shoulder in the direction of Cator Park, a police source told the newspaper.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
